frame,blink,gaze_vel,AU1-neg,AU1-pos,AU2-neg,AU2-pos,AU3-neg,AU3-pos,AU4-neg,AU4-pos,AU5-neg,AU5-pos,AU6-neg,AU6-pos,AU7-neg,AU7-pos,AU8-neg,AU8-pos,AU9-neg,AU9-pos,AU10-neg,AU10-pos,AU11-neg,AU11-pos,AU12-neg,AU12-pos
5160,1,6.436961168529094,-0.0058,-5.1453,-0.0072,-4.9342,-0.0139,-4.2830,-0.0930,-2.4210,-0.4165,-1.0768,-0.1409,-2.0295,-3.0627,-0.0479,-0.0465,-3.0917,-0.4362,-1.0398,-0.1465,-1.9934,-0.0756,-2.6199,-0.0165,-4.1117
5190,1,18.92815259456006,-0.0052,-5.2541,-0.0076,-4.8850,-0.0134,-4.3210,-0.1362,-2.0610,-0.4054,-1.0988,-0.1567,-1.9306,-3.0064,-0.0507,-0.0935,-2.4164,-0.5958,-0.8010,-0.1753,-1.8276,-0.1790,-1.8084,-0.0456,-3.1097
5220,0,30.04593640093306,-0.0702,-2.6914,-0.1226,-2.1597,-0.0309,-3.4915,-0.0357,-3.3496,-0.2745,-1.4271,-0.1271,-2.1256,-2.7566,-0.0656,-0.0340,-3.3978,-0.4555,-1.0054,-0.1274,-2.1232,-0.0716,-2.6716,-0.0055,-5.2011
5250,0,37.70698271921738,-0.2890,-1.3824,-0.9155,-0.5114,-0.1877,-1.7653,-0.0286,-3.5699,-0.1512,-1.9635,-0.0992,-2.3600,-1.0625,-0.4240,-0.0391,-3.2618,-0.6646,-0.7226,-0.0919,-2.4329,-0.1794,-1.8063,-0.0290,-3.5555
5280,0,38.626451210351185,-0.1233,-2.1538,-0.8994,-0.5222,-0.1491,-1.9765,-0.1222,-2.1623,-0.2313,-1.5773,-0.6758,-0.7108,-1.7626,-0.1883,-0.1102,-2.2602,-0.8725,-0.5411,-0.1426,-2.0184,-0.1520,-1.9588,-0.0222,-3.8191
5310,0,13.133710028594928,-0.1452,-2.0015,-0.7988,-0.5976,-0.2366,-1.5574,-0.0546,-2.9350,-0.1998,-1.7089,-0.3169,-1.3035,-1.3565,-0.2978,-0.0412,-3.2090,-0.7923,-0.6029,-0.0736,-2.6460,-0.1468,-1.9915,-0.0084,-4.7783
5340,0,63.08276229532406,-0.0207,-3.8881,-0.0349,-3.3726,-0.0606,-2.8329,-0.1029,-2.3254,-0.3634,-1.1884,-0.1009,-2.3436,-2.2364,-0.1130,-0.0745,-2.6339,-0.2753,-1.4243,-0.0584,-2.8696,-0.0181,-4.0208,-0.0009,-6.9627
5370,3,70.69413706854034,-0.2737,-1.4296,-0.5654,-0.8397,-0.2247,-1.6032,-0.0216,-3.8464,-0.1519,-1.9595,-0.1526,-1.9551,-1.1665,-0.3732,-0.0314,-3.4753,-0.5550,-0.8535,-0.0289,-3.5591,-0.0812,-2.5510,-0.0026,-5.9715
5400,0,11.345650904291567,-0.4125,-1.0847,-0.6106,-0.7832,-0.3482,-1.2240,-0.0269,-3.6273,-0.2188,-1.6269,-0.1623,-1.8983,-1.1108,-0.3994,-0.0423,-3.1835,-0.5412,-0.8724,-0.0365,-3.3286,-0.0664,-2.7447,-0.0024,-6.0221
5430,0,7.1192314451765615,-0.3097,-1.3230,-0.5138,-0.9118,-0.3278,-1.2747,-0.0204,-3.9034,-0.2066,-1.6787,-0.1829,-1.7888,-1.2264,-0.3472,-0.0277,-3.5991,-0.4624,-0.9936,-0.0270,-3.6245,-0.0808,-2.5556,-0.0014,-6.5692
5460,0,25.740117702711725,-0.2128,-1.6517,-0.4839,-0.9581,-0.1879,-1.7646,-0.0233,-3.7728,-0.1936,-1.7370,-0.1217,-2.1662,-1.1261,-0.3920,-0.0351,-3.3678,-0.4822,-0.9608,-0.0341,-3.3956,-0.0811,-2.5523,-0.0029,-5.8349
5490,1,28.57485230872073,-0.1697,-1.8574,-0.7607,-0.6298,-0.2376,-1.5535,-0.0633,-2.7907,-0.3274,-1.2757,-0.4629,-0.9927,-1.5406,-0.2411,-0.0828,-2.5327,-0.6657,-0.7214,-0.0411,-3.2124,-0.1401,-2.0349,-0.0055,-5.2017
5520,0,9.670067245590117,-0.2033,-1.6930,-0.4129,-1.0839,-0.2169,-1.6349,-0.0284,-3.5753,-0.2634,-1.4628,-0.2409,-1.5415,-1.2886,-0.3225,-0.0360,-3.3410,-0.5177,-0.9061,-0.0545,-2.9362,-0.0932,-2.4188,-0.0030,-5.8054
5550,1,56.39985098406352,-0.0106,-4.5560,-0.0105,-4.5611,-0.0726,-2.6592,-0.1756,-1.8263,-0.7062,-0.6803,-0.2920,-1.3734,-2.2505,-0.1113,-0.0787,-2.5809,-0.2285,-1.5881,-0.0900,-2.4522,-0.0389,-3.2664,-0.0040,-5.5157
5580,1,22.757537474721502,-0.0149,-4.2146,-0.0073,-4.9183,-0.0316,-3.4708,-0.1038,-2.3167,-0.4834,-0.9588,-0.1873,-1.7672,-2.5317,-0.0829,-0.1120,-2.2446,-0.2254,-1.6005,-0.1743,-1.8331,-0.1196,-2.1831,-0.0217,-3.8402
5610,1,32.316969450019016,-0.0296,-3.5341,-0.0367,-3.3239,-0.0190,-3.9748,-0.2228,-1.6108,-0.4547,-1.0069,-0.4766,-0.9699,-4.7092,-0.0091,-0.2470,-1.5194,-0.7478,-0.6414,-0.2002,-1.7071,-0.2821,-1.4031,-0.0204,-3.9032
5640,1,43.377790088894734,-0.0200,-3.9231,-0.0265,-3.6437,-0.0149,-4.2121,-0.1011,-2.3415,-0.2481,-1.5154,-0.1597,-1.9134,-3.0447,-0.0488,-0.1030,-2.3237,-0.2562,-1.4872,-0.0963,-2.3884,-0.1347,-2.0716,-0.0067,-5.0017
5670,2,38.55308110164649,-0.0183,-4.0092,-0.0255,-3.6806,-0.0224,-3.8094,-0.1054,-2.3018,-0.3527,-1.2134,-0.1199,-2.1805,-2.9407,-0.0543,-0.0801,-2.5648,-0.3051,-1.3359,-0.2411,-1.5408,-0.1506,-1.9676,-0.0334,-3.4164
5700,1,36.38297520966344,-0.0132,-4.3367,-0.0161,-4.1350,-0.0067,-5.0054,-0.1504,-1.9689,-0.3516,-1.2160,-0.2315,-1.5767,-3.4089,-0.0336,-0.0982,-2.3697,-0.2295,-1.5845,-0.1125,-2.2401,-0.1822,-1.7922,-0.0049,-5.3300
5730,1,19.8466388688571,-0.0114,-4.4820,-0.0161,-4.1399,-0.0176,-4.0509,-0.1904,-1.7522,-0.4546,-1.0070,-0.2643,-1.4599,-3.0483,-0.0486,-0.1168,-2.2048,-0.7029,-0.6835,-0.1905,-1.7516,-0.1276,-2.1222,-0.0618,-2.8151
5760,0,20.2905255030141,-0.0230,-3.7844,-0.0225,-3.8065,-0.0190,-3.9754,-0.0912,-2.4401,-0.3599,-1.1965,-0.1328,-2.0844,-2.9698,-0.0527,-0.0788,-2.5795,-0.3150,-1.3085,-0.1647,-1.8849,-0.1686,-1.8635,-0.0348,-3.3762
5790,0,24.22743315260342,-0.0338,-3.4038,-0.0434,-3.1589,-0.0394,-3.2540,-0.0240,-3.7416,-0.0900,-2.4525,-0.0934,-2.4176,-2.6145,-0.0760,-0.0151,-4.2031,-0.2132,-1.6504,-0.1114,-2.2499,-0.2548,-1.4919,-0.0160,-4.1455
5820,1,43.38485013678596,-0.0394,-3.2539,-0.0251,-3.6977,-0.0274,-3.6107,-0.0248,-3.7090,-0.1086,-2.2741,-0.1150,-2.2197,-2.7159,-0.0684,-0.0155,-4.1743,-0.1294,-2.1087,-0.1088,-2.2724,-0.2569,-1.4848,-0.0024,-6.0441
5850,3,48.82880519551679,-0.0498,-3.0247,-0.0390,-3.2648,-0.0216,-3.8445,-0.0922,-2.4298,-0.2195,-1.6241,-0.1340,-2.0763,-3.1301,-0.0447,-0.0815,-2.5479,-0.4042,-1.1012,-0.1825,-1.7911,-0.2342,-1.5662,-0.0125,-4.3860
5880,1,25.602727887323564,-0.0493,-3.0347,-0.0281,-3.5865,-0.0214,-3.8561,-0.0385,-3.2754,-0.2093,-1.6666,-0.1588,-1.9182,-2.8799,-0.0578,-0.0304,-3.5076,-0.2634,-1.4629,-0.1791,-1.8081,-0.1764,-1.8220,-0.0106,-4.5484
5910,1,27.902129986129363,-0.0560,-2.9101,-0.0624,-2.8052,-0.0138,-4.2900,-0.0438,-3.1491,-0.1543,-1.9453,-0.1012,-2.3409,-3.1877,-0.0421,-0.0191,-3.9686,-0.2332,-1.5704,-0.1435,-2.0121,-0.1499,-1.9721,-0.0131,-4.3431
5940,1,24.268503505725455,-0.0458,-3.1062,-0.0308,-3.4956,-0.0199,-3.9257,-0.0405,-3.2260,-0.1287,-2.1138,-0.1285,-2.1157,-3.0024,-0.0509,-0.0256,-3.6791,-0.2538,-1.4955,-0.1657,-1.8794,-0.1996,-1.7095,-0.0171,-4.0752
5970,1,34.471524132425984,-0.0202,-3.9133,-0.0076,-4.8779,-0.0304,-3.5085,-0.0927,-2.4239,-0.3976,-1.1144,-0.1524,-1.9563,-2.1816,-0.1198,-0.0493,-3.0336,-0.1575,-1.9260,-0.1457,-1.9981,-0.0957,-2.3935,-0.0191,-3.9680
6000,0,19.40404786701088,-0.0167,-4.1008,-0.0090,-4.7161,-0.0277,-3.6000,-0.1129,-2.2375,-0.3925,-1.1250,-0.1604,-1.9091,-3.0308,-0.0495,-0.0736,-2.6453,-0.2087,-1.6695,-0.1896,-1.7563,-0.1209,-2.1726,-0.0339,-3.4017
6030,1,18.35599894081297,-0.0155,-4.1766,-0.0086,-4.7563,-0.0253,-3.6898,-0.2363,-1.5585,-0.6249,-0.7664,-0.3295,-1.2705,-3.2276,-0.0405,-0.1078,-2.2811,-0.5842,-0.8155,-0.2135,-1.6489,-0.1447,-2.0044,-0.0473,-3.0748
6060,1,12.485566518460377,-0.0154,-4.1800,-0.0083,-4.7962,-0.0299,-3.5249,-0.2202,-1.6214,-0.7425,-0.6462,-0.2365,-1.5578,-2.8605,-0.0589,-0.0540,-2.9454,-0.4083,-1.0929,-0.2009,-1.7036,-0.1326,-2.0861,-0.0507,-3.0064
6090,0,8.275489158514057,-0.0142,-4.2642,-0.0083,-4.7969,-0.0331,-3.4246,-0.1852,-1.7776,-0.6391,-0.7503,-0.2828,-1.4010,-2.5479,-0.0815,-0.0620,-2.8109,-0.3517,-1.2156,-0.1681,-1.8661,-0.1410,-2.0283,-0.0514,-2.9938
6120,0,9.6343269493877,-0.0097,-4.6393,-0.0110,-4.5185,-0.0092,-4.6983,-0.1722,-1.8439,-0.4081,-1.0933,-0.2239,-1.6063,-3.0740,-0.0473,-0.0865,-2.4901,-0.3109,-1.3196,-0.1937,-1.7366,-0.2370,-1.5558,-0.0548,-2.9318
6150,1,10.30406032427913,-0.0127,-4.3689,-0.0101,-4.5976,-0.0252,-3.6931,-0.2134,-1.6493,-0.6600,-0.7274,-0.2046,-1.6874,-2.6247,-0.0752,-0.0527,-2.9692,-0.3894,-1.1315,-0.1839,-1.7838,-0.1663,-1.8762,-0.0491,-3.0392
6180,0,35.21787361392407,-0.5072,-0.9218,-0.4132,-1.0834,-0.0376,-3.2991,-0.0377,-3.2969,-0.1905,-1.7518,-0.0901,-2.4511,-2.8316,-0.0607,-0.0286,-3.5670,-0.7460,-0.6429,-0.2653,-1.4567,-0.1544,-1.9442,-0.0128,-4.3669
6210,0,8.054051969182877,-0.3178,-1.3011,-0.3177,-1.3012,-0.1456,-1.9985,-0.0090,-4.7115,-0.0684,-2.7160,-0.0550,-2.9277,-1.7973,-0.1812,-0.0346,-3.3804,-0.5917,-0.8060,-0.1267,-2.1287,-0.0887,-2.4661,-0.0055,-5.2047
6240,0,7.285278685825855,-0.2527,-1.4994,-0.1849,-1.7791,-0.1183,-2.1933,-0.0134,-4.3206,-0.1282,-2.1179,-0.0530,-2.9648,-2.1302,-0.1265,-0.0357,-3.3491,-0.5097,-0.9180,-0.1373,-2.0532,-0.0964,-2.3874,-0.0068,-4.9901
6270,0,5.777112422294759,-0.2263,-1.5971,-0.1857,-1.7748,-0.1405,-2.0321,-0.0147,-4.2244,-0.1190,-2.1879,-0.0571,-2.8909,-2.1041,-0.1301,-0.0273,-3.6149,-0.5525,-0.8569,-0.1379,-2.0495,-0.0911,-2.4413,-0.0072,-4.9358
6300,0,5.098964634061943,-0.2598,-1.4748,-0.1438,-2.0106,-0.1457,-1.9980,-0.0118,-4.4461,-0.1085,-2.2748,-0.0532,-2.9605,-2.4209,-0.0930,-0.0150,-4.2102,-0.2767,-1.4199,-0.1016,-2.3370,-0.1189,-2.1884,-0.0020,-6.1998
6330,1,15.159618260612483,-0.1491,-1.9768,-0.1616,-1.9024,-0.1335,-2.0799,-0.0125,-4.3865,-0.1041,-2.3141,-0.0567,-2.8988,-2.4392,-0.0913,-0.0170,-4.0818,-0.3321,-1.2638,-0.1283,-2.1171,-0.1206,-2.1752,-0.0025,-5.9980
6360,0,6.014403486824127,-0.1121,-2.2438,-0.1280,-2.1189,-0.1070,-2.2883,-0.0097,-4.6373,-0.0890,-2.4637,-0.0518,-2.9859,-2.2431,-0.1122,-0.0220,-3.8278,-0.3527,-1.2134,-0.1071,-2.2871,-0.0999,-2.3527,-0.0024,-6.0493
6390,1,17.442096590681004,-0.1973,-1.7202,-0.1378,-2.0499,-0.0684,-2.7162,-0.0300,-3.5210,-0.1868,-1.7696,-0.0679,-2.7228,-2.7035,-0.0693,-0.0174,-4.0577,-0.4059,-1.0977,-0.1806,-1.8002,-0.1828,-1.7894,-0.0066,-5.0263
6420,0,5.303206256169224,-0.0888,-2.4654,-0.1217,-2.1667,-0.0937,-2.4146,-0.0081,-4.8169,-0.0810,-2.5534,-0.0652,-2.7634,-2.1452,-0.1245,-0.0231,-3.7811,-0.4016,-1.1064,-0.1204,-2.1767,-0.1188,-2.1894,-0.0029,-5.8444
6450,0,10.498489967125813,-0.1212,-2.1704,-0.1294,-2.1086,-0.1310,-2.0976,-0.0216,-3.8442,-0.1608,-1.9072,-0.0983,-2.3680,-2.3086,-0.1047,-0.0892,-2.4616,-0.5457,-0.8661,-0.1012,-2.3411,-0.1285,-2.1157,-0.0062,-5.0881
6480,1,19.154342682123797,-0.1068,-2.2894,-0.0926,-2.4253,-0.0760,-2.6154,-0.0202,-3.9139,-0.1180,-2.1953,-0.0825,-2.5358,-2.2399,-0.1126,-0.0511,-2.9988,-0.5232,-0.8980,-0.0711,-2.6787,-0.1103,-2.2591,-0.0036,-5.6315
6510,1,11.194144091173227,-0.1811,-1.7978,-0.1981,-1.7162,-0.0509,-3.0028,-0.0153,-4.1879,-0.0680,-2.7226,-0.0440,-3.1446,-2.5782,-0.0789,-0.0262,-3.6556,-0.4409,-1.0313,-0.0843,-2.5151,-0.1369,-2.0564,-0.0041,-5.4976
6540,0,25.518950393080708,-0.0666,-2.7415,-0.0909,-2.4428,-0.0349,-3.3714,-0.1155,-2.2157,-0.3794,-1.1528,-0.2655,-1.4559,-3.5254,-0.0299,-0.1842,-1.7825,-0.5376,-0.8774,-0.1452,-2.0015,-0.1687,-1.8628,-0.0074,-4.9156
6570,2,26.717242387460328,-0.0330,-3.4281,-0.0119,-4.4392,-0.0696,-2.6998,-0.1251,-2.1403,-0.6778,-0.7087,-0.2559,-1.4881,-2.6087,-0.0765,-0.1088,-2.2722,-0.2612,-1.4701,-0.1657,-1.8793,-0.1640,-1.8889,-0.0220,-3.8290
6600,1,21.33396552899872,-0.0130,-4.3505,-0.0358,-3.3486,-0.0280,-3.5898,-0.1490,-1.9776,-0.9805,-0.4702,-0.1505,-1.9679,-2.2494,-0.1115,-0.1206,-2.1751,-0.5220,-0.8998,-0.2557,-1.4890,-0.1569,-1.9295,-0.3305,-1.2678
6630,0,31.054170384296597,-0.0489,-3.0426,-0.0497,-3.0257,-0.1467,-1.9919,-0.1314,-2.0946,-0.4338,-1.0442,-0.2322,-1.5740,-2.7182,-0.0683,-0.0807,-2.5571,-0.1458,-1.9976,-0.1055,-2.3017,-0.0671,-2.7350,-0.0032,-5.7484
6660,0,13.128936988020238,-0.0360,-3.3422,-0.0216,-3.8479,-0.7349,-0.6531,-0.4244,-1.0619,-2.1255,-0.1271,-0.2990,-1.3532,-2.0619,-0.1361,-0.3356,-1.2549,-0.2359,-1.5599,-0.2870,-1.3883,-0.3141,-1.3110,-0.0269,-3.6278
6690,1,32.85767783674104,-0.0477,-3.0669,-0.0418,-3.1948,-0.0650,-2.7655,-0.0785,-2.5831,-0.5449,-0.8673,-0.1711,-1.8499,-2.4895,-0.0866,-0.0705,-2.6870,-0.6686,-0.7183,-0.1196,-2.1826,-0.2122,-1.6544,-0.0428,-3.1736
6720,2,52.27304193750732,-0.0278,-3.5969,-0.0202,-3.9126,-0.0130,-4.3462,-0.0885,-2.4688,-0.4460,-1.0221,-0.1533,-1.9508,-3.0229,-0.0499,-0.0832,-2.5273,-0.2297,-1.5836,-0.2446,-1.5279,-0.4929,-0.9439,-0.0409,-3.2164
6750,2,35.09200780699097,-0.0227,-3.7949,-0.0256,-3.6775,-0.0108,-4.5320,-0.0535,-2.9547,-0.3587,-1.1992,-0.1276,-2.1221,-3.2746,-0.0386,-0.0529,-2.9659,-0.1253,-2.1387,-0.1859,-1.7740,-0.1039,-2.3154,-0.0535,-2.9540
6780,1,29.69840371721718,-0.0093,-4.6795,-0.0207,-3.8889,-0.0075,-4.8962,-0.1204,-2.1762,-0.3429,-1.2369,-0.2125,-1.6531,-3.9408,-0.0196,-0.1018,-2.3356,-0.3788,-1.1541,-0.2997,-1.3510,-0.2789,-1.4131,-0.0552,-2.9238
6810,1,17.415807658384615,-0.0213,-3.8615,-0.0116,-4.4595,-0.0290,-3.5559,-0.0994,-2.3581,-0.6319,-0.7584,-0.2195,-1.6243,-3.2121,-0.0411,-0.0621,-2.8107,-0.2656,-1.4556,-0.1892,-1.7582,-0.1755,-1.8267,-0.0376,-3.2985
6840,0,16.479656592825325,-0.0042,-5.4664,-0.0303,-3.5127,-0.0160,-4.1448,-0.2286,-1.5877,-0.4602,-0.9975,-0.3326,-1.2624,-3.8468,-0.0216,-0.1844,-1.7815,-0.3850,-1.1409,-0.1993,-1.7110,-0.2377,-1.5533,-0.0431,-3.1651
6870,1,16.787240508549395,-0.0062,-5.0806,-0.0155,-4.1768,-0.0166,-4.1081,-0.2142,-1.6458,-0.6617,-0.7256,-0.3905,-1.1292,-3.4060,-0.0337,-0.0637,-2.7847,-0.3795,-1.1527,-0.1902,-1.7534,-0.1632,-1.8934,-0.0242,-3.7327
6900,0,10.942140268889828,-0.0074,-4.9153,-0.0092,-4.6979,-0.0302,-3.5144,-0.1609,-1.9062,-0.5905,-0.8076,-0.2834,-1.3992,-3.2043,-0.0414,-0.0662,-2.7474,-0.2300,-1.5826,-0.1727,-1.8414,-0.0939,-2.4123,-0.0390,-3.2640
6930,0,13.804379185192325,-0.0047,-5.3713,-0.0101,-4.5958,-0.0214,-3.8566,-0.1866,-1.7708,-0.6676,-0.7194,-0.2831,-1.4003,-3.1984,-0.0417,-0.0574,-2.8860,-0.1933,-1.7387,-0.1089,-2.2709,-0.0529,-2.9663,-0.0114,-4.4773
6960,1,19.2691129421933,-0.0165,-4.1099,-0.0123,-4.4035,-0.0701,-2.6927,-0.1833,-1.7868,-0.8730,-0.5407,-0.3267,-1.2775,-2.9975,-0.0512,-0.1084,-2.2756,-0.4173,-1.0754,-0.1633,-1.8926,-0.1524,-1.9565,-0.0301,-3.5190
6990,0,25.343294205283847,-0.0136,-4.3079,-0.0322,-3.4511,-0.0703,-2.6904,-0.1696,-1.8579,-1.3848,-0.2882,-0.2929,-1.3709,-3.1387,-0.0443,-0.0725,-2.6597,-0.1729,-1.8404,-0.1643,-1.8872,-0.1818,-1.7946,-0.0137,-4.2987
7020,1,30.98614220758462,-0.0780,-2.5901,-0.0118,-4.4449,-0.8531,-0.5553,-0.3667,-1.1809,-2.2408,-0.1125,-0.2425,-1.5354,-1.6466,-0.2141,-0.3389,-1.2468,-0.2733,-1.4307,-0.8332,-0.5704,-0.1998,-1.7089,-0.0611,-2.8262
7050,1,39.792044676636145,-0.2118,-1.6563,-0.0331,-3.4262,-0.5770,-0.8246,-0.3931,-1.1238,-2.0544,-0.1372,-0.2571,-1.4843,-1.8272,-0.1754,-0.1865,-1.7710,-0.3468,-1.2275,-0.7808,-0.6126,-0.1850,-1.7785,-0.4334,-1.0451
7080,0,26.907364209864753,-0.1400,-2.0352,-0.0707,-2.6849,-0.0595,-2.8510,-0.3816,-1.1481,-1.6048,-0.2243,-0.2790,-1.4128,-3.6007,-0.0277,-0.0928,-2.4237,-0.6094,-0.7846,-0.6483,-0.7401,-0.5357,-0.8800,-0.2475,-1.5177
7110,1,49.09960536939156,-0.0612,-2.8243,-0.0425,-3.1794,-0.1972,-1.7206,-0.2202,-1.6213,-1.3912,-0.2861,-0.0643,-2.7758,-1.7687,-0.1870,-0.1975,-1.7191,-1.0852,-0.4122,-0.3533,-1.2120,-0.2289,-1.5866,-0.1568,-1.9302
7140,0,35.22759420977669,-0.0865,-2.4903,-0.0148,-4.2181,-0.5050,-0.9251,-0.5892,-0.8092,-1.8955,-0.1628,-0.2459,-1.5232,-2.5159,-0.0842,-0.1553,-1.9389,-0.0732,-2.6513,-0.5645,-0.8408,-0.2362,-1.5589,-0.1292,-2.1102
7170,1,41.50380006154264,-0.6883,-0.6981,-0.1299,-2.1053,-0.0430,-3.1676,-0.3010,-1.3473,-0.7908,-0.6042,-0.1138,-2.2294,-2.1090,-0.1294,-0.1244,-2.1462,-0.2336,-1.5685,-1.1569,-0.3775,-0.3802,-1.1511,-0.4469,-1.0206
7200,1,50.31149787542221,-0.0153,-4.1868,-0.0087,-4.7461,-0.0387,-3.2706,-0.0850,-2.5069,-1.1521,-0.3798,-0.0252,-3.6953,-1.6815,-0.2059,-0.0651,-2.7647,-0.0755,-2.6214,-0.1451,-2.0021,-0.0661,-2.7496,-0.0339,-3.4016
7230,0,55.30037647750685,-0.3178,-1.3010,-0.1896,-1.7561,-0.3073,-1.3295,-0.5935,-0.8039,-1.1655,-0.3736,-0.1854,-1.7764,-2.5698,-0.0796,-0.3622,-1.1911,-0.3581,-1.2006,-0.6476,-0.7408,-0.4049,-1.0997,-0.0674,-2.7308
7260,2,68.88490661813098,-2.1706,-0.1212,-0.1569,-1.9297,-1.2553,-0.3355,-0.6465,-0.7421,-2.7375,-0.0669,-0.3923,-1.1256,-1.0408,-0.4357,-0.2011,-1.7027,-0.3401,-1.2438,-2.0864,-0.1325,-0.1701,-1.8553,-1.0561,-0.4274
7290,0,28.708189748879313,-0.1353,-2.0670,-0.1241,-2.1479,-0.0184,-4.0036,-0.5493,-0.8613,-1.1070,-0.4013,-0.3471,-1.2266,-3.4455,-0.0324,-0.1475,-1.9866,-0.1108,-2.2547,-0.4077,-1.0942,-0.1616,-1.9021,-0.0189,-3.9765
7320,0,67.3241996967372,-0.2720,-1.4349,-0.1210,-2.1720,-0.0769,-2.6039,-0.2830,-1.4006,-0.4790,-0.9660,-0.4938,-0.9424,-1.4472,-0.2682,-0.1306,-2.0999,-0.4637,-0.9915,-0.6396,-0.7498,-0.0062,-5.0877,-0.0702,-2.6917
7350,1,58.53236204228561,-0.0227,-3.7966,-0.0217,-3.8397,-0.0282,-3.5823,-0.3176,-1.3016,-1.0759,-0.4170,-0.3072,-1.3300,-2.8358,-0.0605,-0.5802,-0.8205,-0.5098,-0.9178,-0.6354,-0.7544,-0.1750,-1.8294,-0.0923,-2.4289
7380,0,120.82549741200633,-0.0192,-3.9645,-0.0085,-4.7736,-0.0775,-2.5961,-1.0872,-0.4112,-2.2499,-0.1114,-0.4558,-1.0050,-2.1205,-0.1278,-0.3358,-1.2545,-0.5193,-0.9037,-0.4052,-1.0991,-0.4177,-1.0746,-0.1373,-2.0536
7410,1,91.92080657759195,-0.0054,-5.2186,-0.0059,-5.1400,-0.0141,-4.2692,-0.4103,-1.0890,-1.3913,-0.2860,-0.1300,-2.1047,-2.2435,-0.1121,-0.2999,-1.3506,-0.7075,-0.6790,-0.3002,-1.3496,-0.3504,-1.2187,-0.1243,-2.1464
7440,1,31.496912340499055,-0.0067,-5.0054,-0.0052,-5.2689,-0.0122,-4.4164,-0.2008,-1.7040,-0.8315,-0.5716,-0.0799,-2.5669,-1.7402,-0.1930,-0.1893,-1.7576,-0.8778,-0.5374,-0.3168,-1.3038,-0.2774,-1.4178,-0.2432,-1.5332
7470,1,29.510103039580244,-0.0068,-4.9996,-0.0056,-5.1897,-0.0074,-4.9059,-0.1745,-1.8318,-0.7929,-0.6024,-0.0517,-2.9881,-1.4906,-0.2552,-0.2433,-1.5327,-1.2711,-0.3292,-0.2833,-1.3997,-0.2502,-1.5081,-0.3006,-1.3485
7500,3,35.93028115735129,-0.0095,-4.6588,-0.0029,-5.8428,-0.0124,-4.4000,-0.1608,-1.9069,-0.9263,-0.5042,-0.0431,-3.1653,-1.5675,-0.2339,-0.1457,-1.9983,-0.9363,-0.4977,-0.1675,-1.8691,-0.1471,-1.9893,-0.0554,-2.9205
7530,1,24.893527221659486,-0.0015,-6.5282,-0.0010,-6.9090,-0.0136,-4.3063,-0.1448,-2.0042,-0.8883,-0.5300,-0.0666,-2.7427,-1.2512,-0.3371,-0.1786,-1.8108,-0.8579,-0.5518,-0.0730,-2.6539,-0.1365,-2.0587,-0.0229,-3.7875
7560,0,12.832302579336034,-0.0026,-5.9374,-0.0014,-6.5635,-0.0249,-3.7044,-0.1635,-1.8917,-1.6354,-0.2168,-0.0327,-3.4356,-0.7966,-0.5994,-0.1717,-1.8464,-0.7577,-0.6325,-0.0607,-2.8322,-0.0288,-3.5627,-0.0171,-4.0756
7590,0,15.531650863025794,-0.0015,-6.5308,-0.0017,-6.3780,-0.0145,-4.2417,-0.2515,-1.5033,-1.2853,-0.3237,-0.0776,-2.5953,-1.7262,-0.1960,-0.2455,-1.5246,-1.6538,-0.2123,-0.2976,-1.3571,-0.1601,-1.9109,-0.1553,-1.9390
7620,1,15.204352183572881,-0.0023,-6.0881,-0.0020,-6.2267,-0.0183,-4.0109,-0.2093,-1.6668,-1.4284,-0.2740,-0.0540,-2.9457,-1.1857,-0.3646,-0.2333,-1.5697,-1.5291,-0.2443,-0.1762,-1.8231,-0.0809,-2.5546,-0.0985,-2.3665
7650,0,10.165969777619607,-0.0032,-5.7529,-0.0032,-5.7476,-0.0209,-3.8768,-0.1446,-2.0050,-1.3975,-0.2840,-0.0706,-2.6855,-1.1409,-0.3850,-0.2237,-1.6072,-1.3938,-0.2852,-0.1642,-1.8874,-0.1028,-2.3260,-0.1087,-2.2732
7680,1,19.636055178395406,-0.0089,-4.7235,-0.0089,-4.7295,-0.0129,-4.3568,-0.1308,-2.0990,-1.2747,-0.3278,-0.0532,-2.9594,-1.1991,-0.3588,-0.3294,-1.2707,-1.2432,-0.3403,-0.1966,-1.7233,-0.0613,-2.8225,-0.2118,-1.6560
7710,0,16.73260814948686,-0.0051,-5.2813,-0.0038,-5.5718,-0.0628,-2.7985,-0.1359,-2.0632,-1.4749,-0.2598,-0.0578,-2.8794,-0.9866,-0.4666,-0.1409,-2.0294,-1.1749,-0.3694,-0.1932,-1.7389,-0.0699,-2.6961,-0.2129,-1.6516
7740,1,23.263996093708883,-0.0046,-5.3877,-0.0049,-5.3302,-0.0166,-4.1038,-0.1554,-1.9383,-1.1177,-0.3960,-0.0394,-3.2546,-1.3569,-0.2977,-0.1213,-2.1696,-1.5847,-0.2294,-0.1700,-1.8558,-0.0618,-2.8142,-0.1617,-1.9016
7770,3,25.19630596547997,-0.0055,-5.2117,-0.0128,-4.3646,-0.0497,-3.0271,-0.1151,-2.2188,-1.8476,-0.1715,-0.0571,-2.8913,-0.7707,-0.6211,-0.1749,-1.8295,-1.1006,-0.4045,-0.2723,-1.4340,-0.0386,-3.2727,-0.2348,-1.5639
